predictor,n,estimate_per_1sd,std_error,ci_low,ci_high,p_value,p_adj_fdr
ptype_category_code_generation__reason_the_developer_is_requesting_the_llm_to_implement_a_specific_part_of_an_operation_likely_code_for_daily_execution_indicating_a_code_generation_request_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_is_requesting_updates_to_the_code_to_implement_new_resource_validation_rules_and_case_insensitive_handling_which_is_a_request_for_code_modification_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_is_seeking_ideas_and_possible_implementation_for_a_stub_function_requesting_code_related_assistance_rather_than_clarification_debugging_or_test_creation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_is_specifying_new_functionality_lunch_time_and_weekend_restrictions_to_be_added_which_requires_generating_or_modifying_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_issues_a_directive_to_update_the_transcript_implying_they_need_code_to_perform_this_update_rather_than_asking_a_question_or_debugging_existing_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_presents_failing_test_cases_and_asks_for_rewritten_code_to_make_all_tests_pass_indicating_a_request_for_new_implementation_rather_than_clarification_or_debugging_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provided_a_function_stub_and_description_requesting_the_implementation_of_the_function_to_suggest_meeting_slots_indicating_a_need_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provided_a_stub_and_asked_the_llm_to_implement_the_is_allocation_feasible_function_which_is_a_request_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provided_a_stub_and_asks_to_implement_the_suggest_slots_function_indicating_a_request_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provided_a_stub_and_explicitly_asks_for_the_function_implementation_indicating_a_request_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provided_a_stub_with_a_todo_and_test_suite_indicating_they_need_the_implementation_of_is_allocation_feasible_generated_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provided_a_stub_with_a_todo_to_implement_the_is_allocation_feasible_function_indicating_the_primary_goal_is_to_generate_the_missing_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provided_a_stub_with_many_syntax_and_logic_errors_and_is_asking_to_implement_the_is_allocation_feasible_function_correctly_indicating_a_need_for_a_proper_code_implementation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provides_a_detailed_specification_and_asks_for_assistance_in_developing_the_function_indicating_they_need_code_generated_to_implement_the_described_behavior_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provides_a_detailed_specification_and_asks_for_help_developing_the_function_indicating_a_request_for_code_generation_rather_than_clarification_debugging_or_test_creation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_provides_a_partially_written_function_with_errors_and_asks_to_update_it_to_meet_new_requirements_indicating_a_request_for_corrected_generated_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_a_code_change_to_implement_a_new_rule_which_is_a_request_for_code_generation_modification_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_a_code_change_to_the_suggest_slots_function_to_meet_a_new_requirement_which_is_a_request_for_code_generation_modification_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_a_code_revision_to_incorporate_a_new_constraint_indicating_a_need_for_code_generation_modification_rather_than_clarification_debugging_testing_or_referencing_a_specific_specification_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_a_new_python_function_implementation_without_asking_for_clarification_debugging_or_tests_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_a_pseudocode_outline_to_implement_a_program_which_is_a_request_for_code_generation_rather_than_clarification_debugging_or_test_creation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_a_refactor_of_the_function_to_handle_events_with_date_strings_and_to_accept_either_a_date_or_weekday_abbreviation_requiring_new_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_an_update_to_a_transcript_implying_they_need_code_to_perform_the_update_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_assistance_to_develop_the_specified_python_function_providing_specifications_and_asking_for_implementation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_assistance_to_implement_a_python_function_based_on_a_detailed_specification_indicating_they_need_code_generated_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_assistance_to_implement_a_python_function_based_on_the_provided_description_and_requirements_indicating_a_need_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_assistance_to_implement_a_specific_python_function_based_on_given_requirements_indicating_a_need_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_assistance_to_implement_a_specified_function_based_on_detailed_requirements_indicating_a_need_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_assistance_to_implement_a_specified_python_function_based_on_a_detailed_system_description_indicating_they_need_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_assistance_to_implement_the_described_python_function_providing_specifications_and_constraints_indicating_a_need_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_code_changes_to_enforce_a_new_constraint_no_meetings_starting_after_1500_on_fridays_and_wants_the_updated_implementation_details_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_code_changes_to_enforce_a_new_constraint_no_meetings_starting_at_or_after_1500_on_fridays_indicating_a_goal_of_generating_modifying_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_code_to_continuously_append_all_conversation_text_to_a_file_which_is_a_request_for_new_code_implementation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_implementation_of_a_specific_function_asking_the_llm_to_write_code_without_asking_for_clarification_debugging_or_tests_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_implementation_of_a_specific_function_indicating_a_request_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_implementation_of_a_specific_function_indicating_a_request_for_new_code_without_asking_for_clarification_debugging_tests_or_referencing_a_specification_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_implementation_of_a_specific_function_which_is_a_request_for_new_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_implementation_of_the_suggest_slots_function_asking_the_llm_to_generate_the_missing_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_implementation_of_the_suggest_slots_function_based_on_given_specifications_and_test_cases_asking_the_model_to_write_the_required_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_modifying_existing_code_to_enforce_a_new_scheduling_rule_and_also_wants_new_test_cases_which_involves_generating_code_both_implementation_changes_and_test_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_new_code_and_associated_tests_documents_to_incorporate_an_added_friday1500_cutoff_requirement_indicating_a_request_for_code_generation_rather_than_clarification_or_debugging_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_new_code_to_enforce_a_friday_meeting_start_time_constraint_building_on_existing_implementation_without_rewriting_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_new_code_to_modify_the_suggest_slots_function_to_enforce_an_additional_constraint_no_meetings_starting_after_1500_on_fridays_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_specific_terminal_commands_to_run_given_python_files_which_is_a_request_for_code_shell_commands_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_the_llm_to_finish_implementing_a_python_function_which_is_a_request_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_the_llm_to_generate_a_list_of_functional_requirements_from_specifications_which_is_a_content_generation_task_rather_than_debugging_clarification_or_test_creation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_the_llm_to_generate_or_modify_text_add_recent_conversation_to_a_transcript_which_is_a_content_generation_task_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_the_llm_to_generate_six_acceptance_criteria_in_given_when_then_format_which_is_a_content_generation_task_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_the_llm_to_implement_the_function_suggest_slots_based_on_given_specifications_and_test_cases_which_is_a_request_for_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_the_llm_to_produce_an_updated_transcript_that_includes_reasoning_which_is_a_request_for_new_content_generation_rather_than_clarification_debugging_or_test_creation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_the_llm_to_produce_six_acceptance_criteria_in_a_given_when_then_format_which_is_a_request_for_generated_textual_specifications_rather_than_clarification_debugging_test_generation_or_referencing_an_existing_specification_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_updates_to_a_function_along_with_corresponding_tests_and_documentation_which_requires_generating_new_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_updates_to_the_existing_function_its_tests_and_documentation_to_meet_a_new_requirement_which_involves_generating_modified_code_and_related_artifacts_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_updates_to_the_existing_function_tests_and_documentation_to_incorporate_a_new_friday_timecutoff_requirement_which_is_a_request_for_new_modified_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_updates_to_the_existing_function_tests_and_documentation_to_meet_a_new_requirement_which_is_a_request_for_new_modified_code_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_updates_to_the_implementation_tests_and_documentation_to_incorporate_a_new_requirement_indicating_a_need_for_new_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_updates_to_the_solution_code_tests_and_documentation_to_satisfy_a_new_requirement_indicating_a_need_for_new_or_modified_code_generation_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_updates_to_the_solution_code_tests_and_documentation_to_satisfy_a_new_requirement_which_involves_generating_modifying_code_rather_than_debugging_or_clarifying_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_requests_updating_the_implementation_tests_and_documentation_to_incorporate_a_new_requirement_indicating_a_need_for_code_changes_rather_than_clarification_or_debugging_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_supplied__a_function_signature_indicating_they_want_the_llm_to_generate_the_implementation_for_that_function_share,125,,,,,,1.0
ptype_category_code_generation__reason_the_developer_supplied_a_stub_and_test_specifications_indicating_they_want_the_llm_to_generate_the_missing_implementation_code_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_asks_the_model_to_review_the_provided_implementation_and_point_out_any_mistakes_ie_debugging_the_code_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_presented_failing_test_cases_and_asked_the_llm_to_fix_the_suggest_slots_implementation_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_reports_a_failing_test_and_asks_the_llm_to_fix_the_issue_indicating_a_debugging_task_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_reports_a_failing_test_and_expects_the_llm_to_identify_and_fix_the_issue_causing_the_test_to_fail_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_reports_a_pytest_runtime_error_module_not_found_and_seeks_assistance_to_resolve_it_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_reports_an_error_occurring_during_test_execution_indicating_they_need_help_diagnosing_and_fixing_the_issue_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_reports_an_importerror_indicating_the_module_solution_cannot_be_found_which_is_a_debugging_issue_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_reports_that_something_still_fails_and_asks_the_llm_to_fix_it_indicating_a_debugging_request_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_supplied_faulty_code_and_requested_a_fix_to_ignore__malformed_events_while_appending_valid_ones_indicating_a_debugging_task_share,125,,,,,,1.0
ptype_category_debugging_reason_developer_wants_to_modify_existing_code_to_add_a_friday_check_for_a_given_yyyy_mm_dd_date_indicating_they_are_debugging_fixing_the_logic_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_for_help_reviewing_code_indentation_and_logic_indicating_a_debugging_review_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_for_help_reviewing_code_indentation_and_logic_which_is_a_debugging_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_for_logical_code_modifications_to_make_their_function_pass_the_provided_test_suite_indicating_a_debugging_request_rather_than_clarification_or_pure_code_generation_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_the_llm_to_check_that_all_tests_are_passing_which_is_a_request_to_validate_and_potentially_troubleshoot_test_outcomes_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_the_llm_to_fix_their_implementation_so_that_it_passes_all_test_cases_indicating_a_debugging_task_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_the_llm_to_rewrite_the_code_to_fix_failing_tests_indicating_a_need_to_debug_and_correct_the_implementation_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_to_adjust_existing_solution_code_to_pass_failing_test_cases_indicating_a_need_to_fix_bugs_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_to_edit_existing_code_so_it_conforms_to_given_test_cases_indicating_they_need_to_fix_or_adjust_implementation_to_meet_functional_requirements_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_to_modify_existing_code_so_that_a_specific_test_case_passes_indicating_they_need_help_fixing_a_bug_in_the_current_implementation_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_to_modify_existing_code_so_that_it_passes_a_specific_failing_test_indicating_they_need_help_fixing_bugs_in_the_code_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_asks_to_verify_if_their_existing_code_implementation_is_correct_which_is_a_debugging_validation_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_describes_an_import_error_when_running_pytest_due_to_mismatched_test_and_source_directories_and_seeks_help_to_resolve_it_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_identified_and_corrected_an_error_in_a_test_case_regarding_time_inclusion_indicating_they_were_debugging_the_test_logic_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_analyzing_a_failing_test_output_to_identify_why_the_function_returned_an_unexpected_slot_indicating_they_are_troubleshooting_code_behavior_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_for_an_assessment_of_the_codes_robustness_and_potential_bugs_indicating_a_need_to_identify_and_fix_issues_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_for_help_understanding_a_typeerror_in_their_code_and_provides_the_problematic_function_and_test_indicating_they_need_to_debug_the_issue_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_for_help_understanding_and_fixing_a_modulenotfounderror_for_pytest_which_is_a_debugging_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_for_the_cause_of_failing_tests_indicating_a_debugging_effort_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_the_model_to_review_the_provided_implementation_and_identify_any_mistakes_which_is_a_debugging_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_to_fix_and_handle_various_edge_cases_and_bugs_in_the_existing_suggest_slots_implementation_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_to_identify_the_cause_of_test_failures_shown_in_the_pytest_output_seeking_help_to_debug_the_code_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_to_verify_the_correctness_of_their_code_after_changes_which_is_a_debugging_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_to_verify_the_correctness_of_their_code_implementation_which_is_a_debugging_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_why_a_specific_test_is_failing_indicating_they_need_help_diagnosing_and_fixing_a_bug_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_why_a_test_is_failing_seeking_to_identify_and_fix_the_underlying_issue_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_asking_why_pytest_fails_to_run_indicating_they_need_help_diagnosing_an_error_in_their_test_setup_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_encountering_an_importerror_and_is_seeking_to_resolve_the_missing_solution_module_indicating_a_debugging_effort_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_encountering_an_importerror_during_test_collection_and_is_seeking_to_resolve_the_missing_solution_module_indicating_a_debugging_effort_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_encountering_pip_installation_errors_for_pytest_and_seeks_help_to_resolve_the_issue_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_encountering_test_failures_and_asks_the_llm_to_review_the_issues_indicating_they_need_help_diagnosing_and_fixing_bugs_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_investigating_a_failing_pytest_test_and_asks_to_find_out_and_debug_the_error_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_presenting_a_failing_pytest_output_and_seeking_help_to_resolve_the_test_error_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_presenting_a_failing_test_output_and_updated_code_seeking_help_to_resolve_the_typeerror_and_logic_issues_which_indicates_they_are_debugging_their_implementation_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_questioning_a_public_tests_expected_slot_value_indicating_they_are_trying_to_debug_a_discrepancy_in_the_test_results_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_questioning_the_correctness_of_slot_suggestions_pointing_out_a_potential_overlap_issue_indicating_they_are_debugging_the_functions_logic_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_questioning_the_correctness_of_test_expectations_for_slot_suggestions_indicating_they_are_trying_to_identify_and_fix_a_potential_issue_in_the_codes_behavior_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_reporting_a_failing_test_and_likely_seeks_help_to_identify_and_fix_the_issue_which_is_a_debugging_scenario_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_requesting_code_fixes_to_make_the_implementation_pass_the_failing_test_cases_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_reviewing_code_behavior_regarding_lunch_start_end_times_indicating_they_are_troubleshooting_or_verifying_correctness_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_reviewing_failing_unit_tests_and_identifying_missing_error_handling_indicating_they_are_debugging_the_implementation_to_satisfy_test_expectations_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_seeking_help_to_resolve_import_errors_in_pytest_caused_by_mismatched_file_locations_which_is_a_debugging_task_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_trying_to_resolve_an_issue_where_pytest_is_not_running_after_installation_indicating_a_debugging_problem_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_is_trying_to_run_a_test_suite_and_encounters_a_modulenotfounderror_for_solution_indicating_they_are_troubleshooting_import_and_execution_issues_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_lists_multiple_bugs_and_edge_cases_to_be_fixed_indicating_they_are_seeking_help_to_debug_and_correct_the_code_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_points_out_an_unexpected_result_1215_marked_as_in_slot_and_questions_if_it_should_be_blocked_due_to_lunch_indicating_they_are_troubleshooting_a_behavior_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_posted_a_code_snippet_with_numerous_syntax_and_logical_errors_and_asks_what_about_now_indicating_they_want_the_code_reviewed_and_fixed_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_posted_a_failing_test_and_traceback_seeking_help_to_identify_and_fix_the_errors_in_the_is_allocation_feasible_implementation_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_posted_a_test_summary_with_multiple_failing_assertions_indicating_they_are_trying_to_diagnose_and_fix_code_errors_causing_test_failures_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_posted_code_and_a_traceback_seeking_help_to_fix_the_attributeerror_caused_by_iterating_over_a_non_dict_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_presented_a_failing_test_output_and_seeks_help_to_understand_and_fix_the_assertion_error_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_presents_a_failing_test_and_an_assertionerror_seeking_help_to_understand_and_fix_the_issue_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_presents_a_failing_test_output_and_seeks_assistance_to_resolve_the_issue_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_presents_code_with_bugs_and_asks_for_help_fixing_it_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_presents_existing_code_that_isnt_working_and_asks_how_to_correctly_check_event_overlaps_seeking_help_to_fix_the_logic_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_reports_a_failing_test_and_provides_the_assertion_error_indicating_they_are_trying_to_debug_why_the_function_suggest_slots_does_not_produce_the_expected_slot_1130_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_reports_a_failing_test_and_seeks_help_to_identify_and_fix_the_issue_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_reports_a_failing_test_asks_for_explanation_of_the_failure_and_a_solution_which_is_a_debugging_request_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_reports_a_failing_test_provides_error_details_and_seeks_help_to_fix_the_issue_indicating_a_debugging_goal_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_reports_a_problem_github_not_cloning_in_vscode_and_seeks_help_to_resolve_it_which_is_a_debugging_scenario_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_reports_a_pytest_failure_and_asks_for_the_cause_indicating_they_are_troubleshooting_a_test_issue_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_reports_an_importerror_while_running_pytest_and_seeks_help_to_resolve_the_test_execution_error_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_reports_failed_attempts_using_https_and_ssh_and_suspects_a_token_issue_indicating_they_are_troubleshooting_a_connection_authentication_problem_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_shared_a_test_failure_output_indicating_they_need_help_diagnosing_why_the_test_is_failing_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_shared_failing_test_results_indicating_they_are_trying_to_identify_and_fix_issues_causing_the_failures_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_shared_pytest_failures_and_the_current_implementation_of_suggest_slots_indicating_they_need_help_diagnosing_why_the_tests_are_failing_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_shared_test_failure_output_indicating_they_are_trying_to_diagnose_why_tests_are_failing_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_shared_test_output_with_failures_indicating_they_seek_help_identifying_and_fixing_issues_in_the_code_share,125,,,,,,1.0
ptype_category_debugging_reason_the_developer_wants_analysis_of_test_cases_to_identify_issues_indicating_a_debugging_intent_share,125,,,,,,1.0
ptype_category_test_generation_reason_developer_introduces_a_new_constraint_and_asks_for_additional_test_cases_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_developer_requests_additional_test_cases_to_cover_the_new_friday_scheduling_rule_specifying_the_exact_scenarios_and_constraints_for_the_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_developer_requests_coverage_of_edge_cases_implying_generation_of_tests_and_wants_the_output_in_a_single_copyable_window_share,125,,,,,,1.0
ptype_category_test_generation_reason_developer_requests_five_additional_test_cases_to_validate_the_meeting_slot_suggestion_function_share,125,,,,,,1.0
ptype_category_test_generation_reason_developer_requests_to_update_the_solutions_tests_and_documentation_to_reflect_a_new_requirement_indicating_a_need_for_new_or_modified_test_cases_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_a_comprehensive_set_of_test_cases_with_comments_focusing_on_edge_cases_and_expected_outcomes_which_is_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_a_new_test_file_that_ensures_all_tests_pass_which_is_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_a_test_case_to_verify_behavior_indicating_they_want_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_acceptance_criteria_in_given_when_then_format_which_are_essentially_test_scenarios_to_be_generated_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_acceptance_criteria_in_given_when_then_format_which_are_essentially_test_scenarios_to_validate_system_behavior_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_pytest_test_cases_to_be_created_for_the_given_function_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_test_cases_and_the_full_test_file_indicating_they_want_the_llm_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_test_cases_for_an_existing_function_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_test_cases_indicating_a_request_to_generate_more_tests_for_existing_code_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_test_cases_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_test_cases_indicating_they_need_new_tests_generated_for_their_code_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_test_cases_to_be_added_to_the_existing_test_suite_which_is_a_request_to_generate_more_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_test_cases_to_cover_edge_cases_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_additional_test_cases_to_cover_more_scenarios_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_an_example_of_an_additional_test_indicating_they_want_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_an_updated_test_file_that_includes_existing_tests_plus_new_ones_for_a_new_requirement_which_is_generating_additional_test_cases_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_explanations_of_edge_cases_to_create_tests_for_a_new_requirement_indicating_a_need_for_test_ideas_rather_than_code_or_debugging_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_five_new_test_cases_to_cover_additional_edge_cases_for_the_existing_code_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_five_specific_test_cases_to_validate_the_functions_behavior_which_is_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_full_updated_test_cases_including_new_ones_to_verify_a_new_constraint_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_help_adding_additional_test_cases_to_cover_more_edge_cases_which_is_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_missing_edge_cases_in_testing_indicating_a_focus_on_identifying_or_creating_additional_test_scenarios_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_pytest_test_cases_covering_system_requirements_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_requirements_and_corresponding_tests_to_be_implemented_which_is_a_request_to_generate_test_cases_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_suggestions_on_additional_functionalities_and_corresponding_test_cases_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_for_suggestions_on_additional_test_cases_indicating_a_need_to_generate_more_tests_share,125,,,,,,1.0
